sentence_id,entity_tag,entity_category,entity_src
Q16387049_1,<entity1>,"['Artwork', 'Book']",Mistborn: Shadows of Self
Q16387049_2,<entity1>,"['Artwork', 'Book']",Mistborn: Shadows of Self
Q164216_0,<entity1>,['Place of worship'],Monastery of Saint Naum
Q164216_1,<entity1>,['Place of worship'],Monastery of Saint Naum
Q164216_2,<entity1>,['Place of worship'],Monastery of Saint Naum
Q1648509_0,<entity1>,"['Fictional entity', 'Person']",Marya Bolkonskaya
Q1648509_0,<entity2>,"['Fictional entity', 'Person']",Andrei
Q1648509_1,<entity1>,"['Fictional entity', 'Person']",Marya Bolkonskaya
Q1648509_2,<entity1>,"['Fictional entity', 'Person']",Marya Bolkonskaya
Q172077_0,<entity1>,['Place of worship'],Dome of the Rock
Q172077_1,<entity1>,['Place of worship'],Dome of the Rock
Q172077_2,<entity1>,['Place of worship'],Dome of the Rock
Q1739780_0,<entity1>,['Movie'],"Dirty Mary, Crazy Larry"
Q1739780_1,<entity1>,['Movie'],Dirty Mary
Q1739780_1,<entity2>,['Movie'],Crazy Larry
Q1739780_2,<entity1>,['Movie'],"Dirty Mary, Crazy Larry"
Q1751487_0,<entity1>,['Landmark'],Platov South-Russian State Polytechnic University
Q1751487_1,<entity1>,['Landmark'],Platov South-Russian State Polytechnic University
Q1751487_2,<entity1>,['Landmark'],Platov South-Russian State Polytechnic University
Q1762893_0,<entity1>,['Food'],Romaine
Q1768389_0,<entity1>,"['Artwork', 'Book']",The Holocaust Industry
Q1768389_1,<entity1>,"['Artwork', 'Book']",The Holocaust Industry
Q1768389_2,<entity1>,"['Artwork', 'Book']",The Holocaust Industry
Q1768389_2,<entity2>,"['Artwork', 'Book']",Holocaust
Q1813571_0,<entity1>,['Artwork'],Apocalypse of Pseudo-Methodius
Q1813571_0,<entity2>,['Artwork'],Syriac Christian
Q1813571_1,<entity1>,['Artwork'],Apocalypse of Pseudo-Methodius
Q1813571_2,<entity1>,['Artwork'],Apocalypse of Pseudo-Methodius
Q187499_0,<entity1>,"['Place of worship', 'Artwork']",Shrine of Bahá'u'lláh
Q187499_1,<entity1>,"['Place of worship', 'Artwork']",Shrine of Bahá'u'lláh
Q187499_2,<entity1>,"['Place of worship', 'Artwork']",Shrine of Bahá'u'lláh
Q18786543_0,<entity1>,['Artwork'],Everything I Never Told You: A Novel
Q18786543_1,<entity1>,['Artwork'],Everything I Never Told You: A Novel
Q18786543_2,<entity1>,['Artwork'],Everything I Never Told You: A Novel
Q18786543_2,<entity2>,['Artwork'],Celeste Ng
Q191362_0,<entity1>,['Musical work'],Piano Concerto No. 15
Q191362_1,<entity1>,['Musical work'],Piano Concerto No. 15
Q191362_1,<entity2>,['Musical work'],Mozart
Q191362_2,<entity1>,['Musical work'],Piano Concerto No. 15
Q191362_2,<entity2>,['Musical work'],Mozart
Q196161_0,<entity1>,['Place of worship'],Cathedral of Ani
Q196161_0,<entity2>,['Place of worship'],Armenian
Q196161_1,<entity1>,['Place of worship'],Cathedral of Ani
Q196161_2,<entity1>,['Place of worship'],Cathedral of Ani
Q1970746_0,<entity1>,['Book'],Explanatory Dictionary of the Living Great Russian Language
Q1970746_1,<entity1>,['Book'],Explanatory Dictionary of the Living Great Russian Language
Q1970746_2,<entity1>,['Book'],Explanatory Dictionary of the Living Great Russian Language
Q1975060_0,<entity1>,['Book'],Screw Style
Q1975060_1,<entity1>,['Book'],Screw Style
Q1975060_2,<entity1>,['Book'],Screw Style
Q20107429_0,<entity1>,['Person'],Nicolas
Q20107429_0,<entity2>,['Person'],Ångermanland
Q20107429_1,<entity1>,['Person'],Nicolas
Q20107429_1,<entity2>,['Person'],Ångermanland
Q20107429_2,<entity1>,['Person'],Nicolas
Q20107429_2,<entity2>,['Person'],Ångermanland
Q2030868_0,<entity1>,['TV series'],All Dogs Go to Heaven: The Series
Q2030868_1,<entity1>,['TV series'],All Dogs Go to Heaven: The Series
Q2030868_2,<entity1>,['TV series'],All Dogs Go to Heaven: The Series
Q2045474_0,<entity1>,"['Artwork', 'Book']",Time of Contempt
Q2045474_1,<entity1>,"['Artwork', 'Book']",Time of Contempt
Q2045474_2,<entity1>,"['Artwork', 'Book']",Time of Contempt
Q2057743_0,<entity1>,['TV series'],Born Free
Q2057743_1,<entity1>,['TV series'],Born Free
Q2057743_2,<entity1>,['TV series'],Born Free
Q2062054_0,<entity1>,['Place of worship'],Mar Mattai
Q2062054_1,<entity1>,['Place of worship'],Mar Mattai
Q2062054_2,<entity1>,['Place of worship'],Mar Mattai
Q2078564_0,<entity1>,"['Artwork', 'Book']",Guards! Guards
Q2078564_1,<entity1>,"['Artwork', 'Book']",Guards! Guards!
Q2078564_2,<entity1>,"['Artwork', 'Book']",Guards! Guards!
Q2083761_0,<entity1>,['Place of worship'],Rochefort Abbey
Q2083761_1,<entity1>,['Place of worship'],Rochefort Abbey
Q2083761_2,<entity1>,['Place of worship'],Rochefort Abbey
Q209515_0,<entity1>,['Artwork'],Book of One Thousand and One Nights
Q209515_0,<entity2>,['Artwork'],Aladdin
Q209515_0,<entity3>,['Artwork'],Wonderful Lamp
Q209515_1,<entity1>,['Artwork'],Aladdin and the Wonderful Lamp
Q209515_2,<entity1>,['Artwork'],Aladdin
Q209515_2,<entity2>,['Artwork'],Wonderful Lamp
Q209515_2,<entity3>,['Artwork'],Middle Eastern
Q210549_0,<entity1>,['Musical work'],Symphony No. 2
Q210549_1,<entity1>,['Musical work'],Symphony No. 2
Q210549_2,<entity1>,['Musical work'],Symphony No. 2
Q21146531_0,<entity1>,['Movie'],Tatort: Burned
Q21146531_1,<entity1>,['Movie'],Tatort: Burned
Q21146531_2,<entity1>,['Movie'],Tatort: Burned
Q2203334_0,<entity1>,['Fictional entity'],Master Sword
Q2203334_0,<entity2>,['Fictional entity'],Legend of Zelda
Q2203334_1,<entity1>,['Fictional entity'],Master Sword
Q2203334_1,<entity2>,['Fictional entity'],The Legend of Zelda
Q2203334_2,<entity1>,['Fictional entity'],Master Sword
Q2203334_2,<entity2>,['Fictional entity'],The Legend of Zelda
Q2204257_0,<entity1>,['Food'],Liege
Q2204257_1,<entity1>,['Food'],Liege
Q2204257_2,<entity1>,['Food'],Liege
Q223533_0,<entity1>,['Musical work'],Symphony No. 3
Q223533_1,<entity1>,['Musical work'],Symphony No. 3
Q223533_2,<entity1>,['Musical work'],Symphony No. 3
Q2236899_0,<entity1>,['Artwork'],Battle of Cascina
Q2236899_1,<entity1>,['Artwork'],Michelangelo
Q2236899_1,<entity2>,['Artwork'],Battle of Cascina
Q2236899_2,<entity1>,['Artwork'],Battle of Cascina
Q2258329_0,<entity1>,"['Artwork', 'Book']",Anne Rice
Q2258329_0,<entity2>,"['Artwork', 'Book']",The Witching Hour
Q2258329_1,<entity1>,"['Artwork', 'Book']",The Witching Hour
Q2258329_2,<entity1>,"['Artwork', 'Book']",The Witching Hour
Q226936_0,<entity1>,['Musical work'],Symphony No. 36
Q226936_1,<entity1>,['Musical work'],Symphony No. 36
Q226936_2,<entity1>,['Musical work'],Symphony No. 36
Q2273327_0,<entity1>,['Place of worship'],Mezhyhirya Monastery
Q2273327_1,<entity1>,['Place of worship'],Mezhyhirya Monastery
Q2273327_2,<entity1>,['Place of worship'],Mezhyhirya Monastery
Q229189_0,<entity1>,['Person'],Joan I
Q229189_0,<entity2>,['Person'],Navarre
Q229189_1,<entity1>,['Person'],Joan I of Navarre
Q229189_2,<entity1>,['Person'],Joan I of
Q229189_2,<entity2>,['Person'],Navarre
Q230255_0,<entity1>,['Artwork'],4 Maccabees
Q230255_1,<entity1>,['Artwork'],4 Maccabees
Q230255_2,<entity1>,['Artwork'],4 Maccabees
Q231162_0,<entity1>,['Musical work'],Symphony No. 4
Q231162_0,<entity2>,['Musical work'],Anton Bruckner
Q231162_1,<entity1>,['Musical work'],Symphony No. 4
Q231162_1,<entity2>,['Musical work'],Anton Bruckner
Q231162_2,<entity1>,['Musical work'],Symphony No. 4
Q231282_0,<entity1>,['Musical work'],Symphony No. 4
Q231282_1,<entity1>,['Musical work'],Symphony No. 4
Q231282_2,<entity1>,['Musical work'],Symphony No. 4
Q231282_2,<entity2>,['Musical work'],Pyotr Ilyich Tchaikovsky
Q232938_0,<entity1>,['Movie'],Carry On Nurse
Q232938_1,<entity1>,['Movie'],Carry On Nurse
Q232938_2,<entity1>,['Movie'],Nurse
Q23296514_0,<entity1>,['Place of worship'],Wat Sam Phran
Q23296514_1,<entity1>,['Place of worship'],Wat Sam Phran
Q23296514_2,<entity1>,['Place of worship'],Wat Sam Phran
Q233562_0,<entity1>,['Artwork'],The Wealth of Nations
Q233562_1,<entity1>,['Artwork'],The Wealth of Nations
Q233562_2,<entity1>,['Artwork'],The Wealth of Nations
Q238539_0,<entity1>,['Person'],Fawzia Fuad
Q238539_1,<entity1>,['Person'],Fawzia Fuad
Q238539_2,<entity1>,['Person'],Fawzia Fuad
Q2404788_1,<entity1>,['Fictional entity'],Seamus O'Hara
Q2404788_1,<entity2>,['Fictional entity'],Disney
Q2414756_0,<entity1>,"['Artwork', 'Book']",The Last Wish
Q2414756_1,<entity1>,"['Artwork', 'Book']",The Last Wish
Q2414756_2,<entity1>,"['Artwork', 'Book']",The Last Wish
Q2415527_0,<entity1>,['Person'],Adelaide
Q2415527_0,<entity2>,['Person'],Normandy
Q2415527_1,<entity1>,['Person'],Adelaide
Q2415527_1,<entity2>,['Person'],Normandy
Q2415527_2,<entity1>,['Person'],Adelaide
Q2415527_2,<entity2>,['Person'],Normandy
Q242270_0,<entity1>,['Person'],Hecataeus
Q242270_0,<entity2>,['Person'],Miletus
Q242270_1,<entity1>,['Person'],Hecataeus
Q242270_1,<entity2>,['Person'],Miletus
Q242270_2,<entity1>,['Person'],Hecataeus
Q242270_2,<entity2>,['Person'],Miletus
Q2454607_0,<entity1>,['Place of worship'],Bradford Cathedral
Q2454607_0,<entity2>,['Place of worship'],West Yorkshire
Q2454607_0,<entity3>,['Place of worship'],England
Q2454607_1,<entity1>,['Place of worship'],Bradford Cathedral
Q2454607_2,<entity1>,['Place of worship'],Bradford Cathedral
Q246487_0,<entity1>,['Musical work'],Symphony No. 6
Q246487_1,<entity1>,['Musical work'],Symphony No. 6
Q246487_2,<entity1>,['Musical work'],Symphony No. 6
Q2479670_0,<entity1>,['Fictional entity'],Bleeding Gums Murphy
Q2479670_0,<entity2>,['Fictional entity'],The Simpsons
Q2479670_1,<entity1>,['Fictional entity'],Bleeding Gums Murphy
Q2479670_2,<entity1>,['Fictional entity'],Bleeding Gums Murphy
Q2585441_0,<entity1>,['Book'],We Wish to Inform You That Tomorrow We Will
Q2585441_1,<entity1>,['Book'],We Wish to Inform You That
Q2585441_2,<entity1>,['Book'],We Wish to Inform You That
Q259971_0,<entity1>,['Place of worship'],Andechs Abbey
Q259971_1,<entity1>,['Place of worship'],Andechs Abbey
Q259971_2,<entity1>,['Place of worship'],Andechs Abbey
Q2605100_0,<entity1>,['Landmark'],Church of St. Martin the Confessor
Q2605100_0,<entity2>,['Landmark'],Moscow
Q2605100_1,<entity1>,['Landmark'],Church of St. Martin the Confessor
Q2605100_1,<entity2>,['Landmark'],Moscow
Q2605100_2,<entity1>,['Landmark'],Church of St. Martin the Confessor
Q2605100_2,<entity2>,['Landmark'],Moscow
Q260988_0,<entity1>,['Musical work'],Symphony No. 7
Q260988_1,<entity1>,['Musical work'],Symphony No. 7
Q260988_1,<entity2>,['Musical work'],Bruckner
Q260988_2,<entity1>,['Musical work'],Symphony No. 7
Q2612052_0,<entity1>,['Musical work'],String Quartet No. 3
Q2612052_1,<entity1>,['Musical work'],String Quartet No. 3
Q2612052_2,<entity1>,['Musical work'],String Quartet No. 3
Q2617763_0,<entity1>,['Fictional entity'],Spacing Guild
Q2617763_0,<entity2>,['Fictional entity'],Dune
Q2617763_1,<entity1>,['Fictional entity'],Spacing Guild
Q2617763_1,<entity2>,['Fictional entity'],Dune
Q2617763_2,<entity1>,['Fictional entity'],Spacing Guild
Q2634129_0,<entity1>,"['Artwork', 'Book']",The Scarlet Plague
Q2634129_1,<entity1>,"['Artwork', 'Book']",The Scarlet Plague
Q2634129_2,<entity1>,"['Artwork', 'Book']",The Scarlet Plague
Q2638238_2,<entity1>,['Landmark'],Vyborg
Q2638238_2,<entity2>,['Landmark'],station
Q2657392_0,<entity1>,"['Artwork', 'Book']",The Hand of Oberon
Q2657392_1,<entity1>,"['Artwork', 'Book']",The Hand of Oberon
Q2657392_2,<entity1>,"['Artwork', 'Book']",The Hand of Oberon
Q2663347_0,<entity1>,['Musical work'],"White Army, Black Baron"
Q2663347_1,<entity1>,['Musical work'],White Army
Q2663347_1,<entity2>,['Musical work'],Black Baron
Q2663347_2,<entity1>,['Musical work'],White Army
Q2663347_2,<entity2>,['Musical work'],Black Baron
Q2691931_0,<entity1>,['Movie'],Twice in a Lifetime
Q2691931_1,<entity1>,['Movie'],Twice in a Lifetime
Q2691931_2,<entity1>,['Movie'],Twice in a Lifetime
Q2712995_0,<entity1>,['Artwork'],Time to Live
Q2712995_0,<entity2>,['Artwork'],Time to Die
Q2712995_1,<entity1>,['Artwork'],Time to Live and
Q2712995_1,<entity2>,['Artwork'],Time to Die
Q2712995_2,<entity1>,['Artwork'],Time to Live
Q2712995_2,<entity2>,['Artwork'],Time to Die
Q2715152_0,<entity1>,['Artwork'],The Parnassus
Q2715152_1,<entity1>,['Artwork'],The Parnassus
Q2715152_2,<entity1>,['Artwork'],The Parnassus
Q2719978_0,<entity1>,['Movie'],Pennies from Heaven
Q2719978_1,<entity1>,['Movie'],Pennies from Heaven
Q2719978_2,<entity1>,['Movie'],Pennies from Heaven
Q272781_0,<entity1>,['Place of worship'],Jerónimos Monastery
Q272781_1,<entity1>,['Place of worship'],Jerónimos Monastery
Q272781_2,<entity1>,['Place of worship'],Jerónimos Monastery
Q272781_2,<entity2>,['Place of worship'],Lisbon
Q2739228_0,<entity1>,"['Person', 'Fictional entity']",Snow White and the Seven Dwarfs
Q2739228_1,<entity1>,"['Person', 'Fictional entity']",Disney
Q2739228_1,<entity2>,"['Person', 'Fictional entity']",Snow White
Q2739228_2,<entity1>,"['Person', 'Fictional entity']",Snow White
Q276569_0,<entity1>,['Place of worship'],Quba Mosque
Q276569_1,<entity1>,['Place of worship'],Quba Mosque
Q276569_2,<entity1>,['Place of worship'],Quba Mosque
Q2820278_0,<entity1>,['Place of worship'],Ardèche
Q2820278_0,<entity2>,['Place of worship'],France
Q2820278_0,<entity3>,['Place of worship'],Our Lady of the Snows
Q2820278_1,<entity1>,['Place of worship'],Our Lady of the Snows
Q2820278_2,<entity1>,['Place of worship'],Our Lady of the Snows
Q2820602_0,<entity1>,['Place of worship'],Mont Sainte-Odile Abbey
Q2820602_1,<entity1>,['Place of worship'],Mont Sainte-Odile Abbey
Q2820602_2,<entity1>,['Place of worship'],Mont Sainte-Odile Abbey
Q2918397_0,<entity1>,['Movie'],The Bugs Bunny/
Q2918397_0,<entity2>,['Movie'],Road Runner Movie
Q2918397_1,<entity1>,['Movie'],The Bugs Bunny/
Q2918397_1,<entity2>,['Movie'],Road Runner Movie
Q2918397_2,<entity1>,['Movie'],The Bugs Bunny
Q2918397_2,<entity2>,['Movie'],Road Runner Movie
Q303756_0,<entity1>,['Landmark'],Saint
Q303756_0,<entity2>,['Landmark'],Sophia Cathedral
Q303756_0,<entity3>,['Landmark'],Novgorod
Q303756_1,<entity1>,['Landmark'],Saint Sophia Cathedral
Q303756_1,<entity2>,['Landmark'],Novgorod
Q303756_2,<entity1>,['Landmark'],Saint Sophia Cathedral
Q303756_2,<entity2>,['Landmark'],Novgorod
